timestamp,action,response_time_ms,status_code,isp,region
2026-04-02 23:00:11.412332,Transfer,163.51295405657697,200,Airtel,Lagos
2026-04-02 23:05:11.412332,Login,314.77755758745514,200,MTN,Lagos
2026-04-02 23:10:11.412332,Login,275.9718813098243,200,MTN,Lagos
2026-04-02 23:15:11.412332,Transfer,222.54334455511557,200,MTN,Lagos
2026-04-02 23:20:11.412332,Login,364.18786785802644,200,MTN,Lagos
2026-04-02 23:25:11.412332,Transfer,264.39714667147507,200,MTN,Lagos
2026-04-02 23:30:11.412332,Transfer,219.6220740083087,200,MTN,Lagos
2026-04-02 23:35:11.412332,CheckBalance,304.1475394996957,200,Airtel,Lagos
2026-04-02 23:40:11.412332,CheckBalance,287.4237204633805,200,MTN,Lagos
2026-04-02 23:45:11.412332,Transfer,283.4368578774185,200,Airtel,Lagos
2026-04-02 23:50:11.412332,CheckBalance,246.20189256867295,200,MTN,Lagos
2026-04-02 23:55:11.412332,Login,285.4798438280876,200,MTN,Lagos
2026-04-03 00:00:11.412332,Login,251.44701808301838,200,Airtel,Lagos
2026-04-03 00:05:11.412332,CheckBalance,293.20144407295686,200,Glo,Lagos
2026-04-03 00:10:11.412332,Login,166.03931283614367,200,MTN,Lagos
2026-04-03 00:15:11.412332,CheckBalance,246.61950016324212,200,MTN,Lagos
2026-04-03 00:20:11.412332,Transfer,349.4593671257641,200,MTN,Lagos
2026-04-03 00:25:11.412332,Login,226.1912846405852,200,MTN,Lagos
2026-04-03 00:30:11.412332,Transfer,231.3443352695865,200,Glo,Lagos
2026-04-03 00:35:11.412332,CheckBalance,232.92083665571954,200,MTN,Lagos
2026-04-03 00:40:11.412332,CheckBalance,204.11841093928626,200,Glo,Lagos
2026-04-03 00:45:11.412332,Login,164.91384222987776,200,Airtel,Lagos
2026-04-03 00:50:11.412332,Transfer,257.3411071509698,200,Glo,Lagos
2026-04-03 00:55:11.412332,Login,272.5025301814232,200,Airtel,Lagos
2026-04-03 01:00:11.412332,Transfer,262.16437432323187,200,Airtel,Lagos
2026-04-03 01:05:11.412332,CheckBalance,258.74171711157095,200,Glo,Lagos
2026-04-03 01:10:11.412332,Login,270.29089221165697,200,Glo,Lagos
2026-04-03 01:15:11.412332,CheckBalance,312.42378509545915,200,MTN,Lagos
2026-04-03 01:20:11.412332,Login,260.99453083209056,200,Airtel,Lagos
2026-04-03 01:25:11.412332,CheckBalance,240.27154032799706,200,MTN,Lagos
2026-04-03 01:30:11.412332,CheckBalance,254.98520314974255,200,Airtel,Lagos
2026-04-03 01:35:11.412332,CheckBalance,296.94456600511245,200,Airtel,Lagos
2026-04-03 01:40:11.412332,Transfer,336.95772619069277,200,Glo,Lagos
2026-04-03 01:45:11.412332,Login,237.6167641888823,200,Glo,Lagos
2026-04-03 01:50:11.412332,Login,273.70104266060326,200,MTN,Lagos
2026-04-03 01:55:11.412332,Transfer,281.943396597947,200,Glo,Lagos
2026-04-03 02:00:11.412332,CheckBalance,214.572970487604,200,Airtel,Lagos
2026-04-03 02:05:11.412332,CheckBalance,267.9791520280462,200,MTN,Lagos
2026-04-03 02:10:11.412332,Login,199.51784679594795,200,Glo,Lagos
2026-04-03 02:15:11.412332,CheckBalance,173.251106138206,200,MTN,Lagos
2026-04-03 02:20:11.412332,Login,279.18185953011425,200,Glo,Lagos
2026-04-03 02:25:11.412332,Login,248.2345370676377,200,Airtel,Lagos
2026-04-03 02:30:11.412332,CheckBalance,277.1413925284354,200,Glo,Lagos
2026-04-03 02:35:11.412332,Transfer,266.6770297177341,200,Glo,Lagos
2026-04-03 02:40:11.412332,Transfer,219.08881283983374,200,Glo,Lagos
2026-04-03 02:45:11.412332,CheckBalance,263.83206893535316,200,Airtel,Lagos
2026-04-03 02:50:11.412332,Login,211.34657212649435,200,Glo,Lagos
2026-04-03 02:55:11.412332,CheckBalance,330.24177617971236,200,MTN,Lagos
2026-04-03 03:00:11.412332,CheckBalance,196.03885942214885,200,Airtel,Lagos
2026-04-03 03:05:11.412332,Login,257.0036727459624,200,Airtel,Lagos
2026-04-03 03:10:11.412332,Login,208.5742112587281,200,Glo,Lagos
2026-04-03 03:15:11.412332,Transfer,295.13277752673827,200,Glo,Lagos
2026-04-03 03:20:11.412332,Login,257.4440391459833,200,MTN,Lagos
2026-04-03 03:25:11.412332,CheckBalance,241.57452758998932,200,Glo,Lagos
2026-04-03 03:30:11.412332,Login,311.06178906403807,200,Airtel,Lagos
2026-04-03 03:35:11.412332,Transfer,263.9643692824925,200,Glo,Lagos
2026-04-03 03:40:11.412332,CheckBalance,290.9548659946653,200,Airtel,Lagos
2026-04-03 03:45:11.412332,CheckBalance,217.07559755357545,200,Glo,Lagos
2026-04-03 03:50:11.412332,Transfer,196.18556288806377,200,Glo,Lagos
2026-04-03 03:55:11.412332,Transfer,278.2388343242054,200,Airtel,Lagos
2026-04-03 04:00:11.412332,CheckBalance,254.09489808106716,200,MTN,Lagos
2026-04-03 04:05:11.412332,Login,294.7369439785719,200,Glo,Lagos
2026-04-03 04:10:11.412332,Transfer,264.90622923494294,200,Glo,Lagos
2026-04-03 04:15:11.412332,CheckBalance,280.2168772807807,200,Airtel,Lagos
2026-04-03 04:20:11.412332,CheckBalance,191.41628355280454,200,MTN,Lagos
2026-04-03 04:25:11.412332,Transfer,368.82341419348757,200,Airtel,Lagos
2026-04-03 04:30:11.412332,CheckBalance,255.8615190183078,200,Glo,Lagos
2026-04-03 04:35:11.412332,Transfer,299.82450408005906,200,MTN,Lagos
2026-04-03 04:40:11.412332,Login,221.40828123202027,200,Airtel,Lagos
2026-04-03 04:45:11.412332,CheckBalance,282.7621824238188,200,Airtel,Lagos
2026-04-03 04:50:11.412332,Login,205.0755526416473,200,Airtel,Lagos
2026-04-03 04:55:11.412332,Transfer,294.9596778701588,200,Airtel,Lagos
2026-04-03 05:00:11.412332,Transfer,250.35903014767675,200,Airtel,Lagos
2026-04-03 05:05:11.412332,Transfer,268.6962641360171,200,MTN,Lagos
2026-04-03 05:10:11.412332,Transfer,304.0764530784775,200,Airtel,Lagos
2026-04-03 05:15:11.412332,Login,203.6577230061632,200,Airtel,Lagos
2026-04-03 05:20:11.412332,Login,242.81346910055612,200,MTN,Lagos
2026-04-03 05:25:11.412332,CheckBalance,285.17006126100256,200,Airtel,Lagos
2026-04-03 05:30:11.412332,Transfer,374.43911792877634,200,Glo,Lagos
2026-04-03 05:35:11.412332,CheckBalance,270.03398060042014,200,MTN,Lagos
2026-04-03 05:40:11.412332,Login,298.4822683017319,200,Glo,Lagos
2026-04-03 05:45:11.412332,Login,262.8441239650849,200,MTN,Lagos
2026-04-03 05:50:11.412332,Transfer,364.6899422153077,200,Glo,Lagos
2026-04-03 05:55:11.412332,CheckBalance,180.9793846641417,200,MTN,Lagos
2026-04-03 06:00:11.412332,Transfer,279.3390714423477,200,Glo,Lagos
2026-04-03 06:05:11.412332,CheckBalance,179.0465665574722,200,Airtel,Lagos
2026-04-03 06:10:11.412332,Transfer,150.03096272996237,200,MTN,Lagos
2026-04-03 06:15:11.412332,Login,278.45767106842277,200,Airtel,Lagos
2026-04-03 06:20:11.412332,Transfer,275.2432680834874,200,MTN,Lagos
2026-04-03 06:25:11.412332,Transfer,253.43075359546702,200,MTN,Lagos
2026-04-03 06:30:11.412332,Transfer,266.48867731158657,200,Glo,Lagos
2026-04-03 06:35:11.412332,Transfer,418.0212336012388,200,MTN,Lagos
2026-04-03 06:40:11.412332,CheckBalance,258.4932836386866,200,Airtel,Lagos
2026-04-03 06:45:11.412332,Transfer,303.2113970023013,200,Airtel,Lagos
2026-04-03 06:50:11.412332,Login,231.74159401830443,200,Airtel,Lagos
2026-04-03 06:55:11.412332,Login,285.2375750105611,200,Glo,Lagos
2026-04-03 07:00:11.412332,Transfer,255.2120996948416,200,Airtel,Lagos
2026-04-03 07:05:11.412332,Login,251.00392741781414,200,MTN,Lagos
2026-04-03 07:10:11.412332,Transfer,360.9024110199274,200,Airtel,Lagos
2026-04-03 07:15:11.412332,CheckBalance,326.22878439400745,200,MTN,Lagos
2026-04-03 07:20:11.412332,Login,278.77889595113317,200,Glo,Lagos
2026-04-03 07:25:11.412332,CheckBalance,162.0514606543556,200,MTN,Lagos
2026-04-03 07:30:11.412332,Login,251.28517925358886,200,MTN,Lagos
2026-04-03 07:35:11.412332,CheckBalance,408.1842561426931,200,Airtel,Lagos
2026-04-03 07:40:11.412332,Transfer,253.5022615610957,200,Glo,Lagos
2026-04-03 07:45:11.412332,Transfer,321.5981603906962,200,MTN,Lagos
2026-04-03 07:50:11.412332,CheckBalance,344.3043630751565,200,MTN,Lagos
2026-04-03 07:55:11.412332,Transfer,287.2568683436672,200,Glo,Lagos
2026-04-03 08:00:11.412332,Login,229.75817080917918,200,Airtel,Lagos
2026-04-03 08:05:11.412332,Login,147.46354086692673,200,MTN,Lagos
2026-04-03 08:10:11.412332,CheckBalance,304.7413062010245,200,Airtel,Lagos
2026-04-03 08:15:11.412332,CheckBalance,224.85113964254674,200,Glo,Lagos
2026-04-03 08:20:11.412332,Login,281.8707451901286,200,MTN,Lagos
2026-04-03 08:25:11.412332,Transfer,211.7380671308676,200,Glo,Lagos
2026-04-03 08:30:11.412332,CheckBalance,255.6841040769193,200,MTN,Lagos
2026-04-03 08:35:11.412332,Login,270.61471715649606,200,Airtel,Lagos
2026-04-03 08:40:11.412332,Transfer,285.3567155440241,200,Glo,Lagos
2026-04-03 08:45:11.412332,CheckBalance,213.4301258321375,200,MTN,Lagos
2026-04-03 08:50:11.412332,Transfer,330.5537216942045,200,Airtel,Lagos
2026-04-03 08:55:11.412332,Transfer,249.58144320542726,200,Glo,Lagos
2026-04-03 09:00:11.412332,Login,186.37031003043316,200,Airtel,Lagos
2026-04-03 09:05:11.412332,CheckBalance,264.2519448205409,200,Airtel,Lagos
2026-04-03 09:10:11.412332,Transfer,270.31966522630097,200,MTN,Lagos
2026-04-03 09:15:11.412332,Login,282.25189711282593,200,Airtel,Lagos
2026-04-03 09:20:11.412332,Login,338.6819716303394,200,MTN,Lagos
2026-04-03 09:25:11.412332,Transfer,256.93490471959876,200,Airtel,Lagos
2026-04-03 09:30:11.412332,CheckBalance,270.7136641910505,200,Glo,Lagos
2026-04-03 09:35:11.412332,CheckBalance,221.98321280751648,200,MTN,Lagos
2026-04-03 09:40:11.412332,CheckBalance,310.14459130327623,200,Glo,Lagos
2026-04-03 09:45:11.412332,Transfer,273.32249439101855,200,MTN,Lagos
2026-04-03 09:50:11.412332,CheckBalance,254.656459957915,200,MTN,Lagos
2026-04-03 09:55:11.412332,Transfer,173.71012815768182,200,Glo,Lagos
2026-04-03 10:00:11.412332,Login,347.12008485412014,200,Airtel,Lagos
2026-04-03 10:05:11.412332,CheckBalance,202.52714978178403,200,MTN,Lagos
2026-04-03 10:10:11.412332,Transfer,245.85264273086577,200,Airtel,Lagos
2026-04-03 10:15:11.412332,Login,284.9732822535505,200,Airtel,Lagos
2026-04-03 10:20:11.412332,Login,215.05049503302482,200,Glo,Lagos
2026-04-03 10:25:11.412332,Login,197.39152891700127,200,Airtel,Lagos
2026-04-03 10:30:11.412332,Transfer,162.0513793164124,200,Airtel,Lagos
2026-04-03 10:35:11.412332,Login,306.5408090933265,200,Glo,Lagos
2026-04-03 10:40:11.412332,CheckBalance,247.65965886198214,200,Airtel,Lagos
2026-04-03 10:45:11.412332,Login,419.01537027731854,200,Glo,Lagos
2026-04-03 10:50:11.412332,Transfer,224.90277705225694,200,Airtel,Lagos
2026-04-03 10:55:11.412332,CheckBalance,234.17068014924612,200,Airtel,Lagos
2026-04-03 11:00:11.412332,CheckBalance,237.8654445922356,200,Glo,Lagos
2026-04-03 11:05:11.412332,Transfer,291.0722331808684,200,Glo,Lagos
2026-04-03 11:10:11.412332,Login,249.40849750561637,200,Airtel,Lagos
2026-04-03 11:15:11.412332,Transfer,299.57730577234173,200,MTN,Lagos
2026-04-03 11:20:11.412332,Transfer,218.35974783383958,200,MTN,Lagos
2026-04-03 11:25:11.412332,Login,202.8289449206607,200,MTN,Lagos
2026-04-03 11:30:11.412332,Login,186.49546645490994,200,Airtel,Lagos
2026-04-03 11:35:11.412332,Login,161.08528867001715,200,Airtel,Lagos
2026-04-03 11:40:11.412332,Login,252.96995286634325,200,Airtel,Lagos
2026-04-03 11:45:11.412332,Transfer,252.02965630995894,200,Airtel,Lagos
2026-04-03 11:50:11.412332,CheckBalance,241.3177580950025,200,MTN,Lagos
2026-04-03 11:55:11.412332,Login,330.1532719129711,200,Glo,Lagos
2026-04-03 12:00:11.412332,Login,335.90318441289173,200,Airtel,Lagos
2026-04-03 12:05:11.412332,Login,259.9091371608688,200,Airtel,Lagos
2026-04-03 12:10:11.412332,Login,181.77722470910197,200,Airtel,Lagos
2026-04-03 12:15:11.412332,Transfer,234.45880728488277,200,MTN,Lagos
2026-04-03 12:20:11.412332,CheckBalance,244.07023157619642,200,MTN,Lagos
2026-04-03 12:25:11.412332,Transfer,242.21030534861424,200,Airtel,Lagos
2026-04-03 12:30:11.412332,CheckBalance,240.10592365123725,200,Airtel,Lagos
2026-04-03 12:35:11.412332,Login,245.6992643780706,200,Airtel,Lagos
2026-04-03 12:40:11.412332,CheckBalance,249.87257545425774,200,Airtel,Lagos
2026-04-03 12:45:11.412332,Transfer,244.48227101948547,200,Glo,Lagos
2026-04-03 12:50:11.412332,Transfer,288.77920759037266,200,Airtel,Lagos
2026-04-03 12:55:11.412332,CheckBalance,284.55172813911776,200,Airtel,Lagos
2026-04-03 13:00:11.412332,CheckBalance,229.44858619517177,200,Glo,Lagos
2026-04-03 13:05:11.412332,CheckBalance,335.29337079766094,200,MTN,Lagos
2026-04-03 13:10:11.412332,CheckBalance,224.48220860762228,200,Glo,Lagos
2026-04-03 13:15:11.412332,Login,194.36668020616568,200,Airtel,Lagos
2026-04-03 13:20:11.412332,Login,291.01058484529716,200,Airtel,Lagos
2026-04-03 13:25:11.412332,Transfer,230.4019470668549,200,Glo,Lagos
2026-04-03 13:30:11.412332,Transfer,290.23095988275946,200,Glo,Lagos
2026-04-03 13:35:11.412332,Transfer,149.55195343517983,200,Glo,Lagos
2026-04-03 13:40:11.412332,Transfer,339.4184543749898,200,MTN,Lagos
2026-04-03 13:45:11.412332,CheckBalance,310.5257119209429,200,Airtel,Lagos
2026-04-03 13:50:11.412332,CheckBalance,194.6291353590317,200,MTN,Lagos
2026-04-03 13:55:11.412332,Login,203.02912333985853,200,Airtel,Lagos
2026-04-03 14:00:11.412332,Transfer,359.8209804755478,200,Glo,Lagos
2026-04-03 14:05:11.412332,CheckBalance,230.6396885799149,200,MTN,Lagos
2026-04-03 14:10:11.412332,CheckBalance,230.04700019472097,200,Airtel,Lagos
2026-04-03 14:15:11.412332,CheckBalance,165.9949247161398,200,Glo,Lagos
2026-04-03 14:20:11.412332,Transfer,253.11210997749757,200,Glo,Lagos
2026-04-03 14:25:11.412332,CheckBalance,261.3866751618284,200,MTN,Lagos
2026-04-03 14:30:11.412332,Login,312.30776193505505,200,MTN,Lagos
2026-04-03 14:35:11.412332,Transfer,207.91909472219942,200,Glo,Lagos
2026-04-03 14:40:11.412332,CheckBalance,197.7735495088039,200,Airtel,Lagos
2026-04-03 14:45:11.412332,Login,295.00672619578927,200,Airtel,Lagos
2026-04-03 14:50:11.412332,Login,330.9292088145989,200,Airtel,Lagos
2026-04-03 14:55:11.412332,Login,203.35579747646736,200,Airtel,Lagos
2026-04-03 15:00:11.412332,Transfer,333.0035434660051,200,MTN,Lagos
2026-04-03 15:05:11.412332,CheckBalance,277.2853621632116,200,Airtel,Lagos
2026-04-03 15:10:11.412332,Login,326.4787921564986,200,MTN,Lagos
2026-04-03 15:15:11.412332,Transfer,268.34338295794254,200,Airtel,Lagos
2026-04-03 15:20:11.412332,CheckBalance,151.20692977743474,200,Airtel,Lagos
2026-04-03 15:25:11.412332,Transfer,269.3605835692416,200,Glo,Lagos
2026-04-03 15:30:11.412332,CheckBalance,333.9535356775576,200,MTN,Lagos
2026-04-03 15:35:11.412332,CheckBalance,233.30904035888688,200,Airtel,Lagos
2026-04-03 15:40:11.412332,CheckBalance,250.03856186123576,200,MTN,Lagos
2026-04-03 15:45:11.412332,CheckBalance,270.90483737771,200,MTN,Lagos
2026-04-03 15:50:11.412332,Login,126.5903761524051,200,Glo,Lagos
2026-04-03 15:55:11.412332,Login,357.6443969098708,200,Airtel,Lagos
2026-04-03 16:00:11.412332,CheckBalance,231.5995106266741,200,Airtel,Lagos
2026-04-03 16:05:11.412332,Login,308.99152595002147,200,Glo,Lagos
2026-04-03 16:10:11.412332,Login,283.8812923545763,200,Airtel,Lagos
2026-04-03 16:15:11.412332,Transfer,341.1391105631976,200,MTN,Lagos
2026-04-03 16:20:11.412332,Transfer,295.45587572592694,200,Airtel,Lagos
2026-04-03 16:25:11.412332,CheckBalance,266.3322556679976,200,MTN,Lagos
2026-04-03 16:30:11.412332,Login,234.86990429837502,200,Airtel,Lagos
2026-04-03 16:35:11.412332,Transfer,314.65949235844147,200,Glo,Lagos
2026-04-03 16:40:11.412332,CheckBalance,189.61299858820132,200,MTN,Lagos
2026-04-03 16:45:11.412332,CheckBalance,309.37361298356274,200,MTN,Lagos
2026-04-03 16:50:11.412332,CheckBalance,223.25213428234406,200,Glo,Lagos
2026-04-03 16:55:11.412332,CheckBalance,341.54587018049153,200,MTN,Lagos
2026-04-03 17:00:11.412332,CheckBalance,286.07390422075383,200,Airtel,Lagos
2026-04-03 17:05:11.412332,CheckBalance,311.9391216102648,200,Glo,Lagos
2026-04-03 17:10:11.412332,Transfer,278.06218973164874,200,Airtel,Lagos
2026-04-03 17:15:11.412332,Login,186.63429058448614,200,Airtel,Lagos
2026-04-03 17:20:11.412332,Login,229.103867826386,200,Glo,Lagos
2026-04-03 17:25:11.412332,Login,311.97300530180934,200,Airtel,Lagos
2026-04-03 17:30:11.412332,Transfer,288.09866095151955,200,Airtel,Lagos
2026-04-03 17:35:11.412332,Login,337.58530137008967,200,Glo,Lagos
2026-04-03 17:40:11.412332,Transfer,303.6210030961669,200,Glo,Lagos
2026-04-03 17:45:11.412332,Login,228.45641717118858,200,Glo,Lagos
2026-04-03 17:50:11.412332,Login,239.74024608869564,200,MTN,Lagos
2026-04-03 17:55:11.412332,Login,277.7021429446815,200,Glo,Lagos
2026-04-03 18:00:11.412332,Transfer,159.7270653838937,200,Airtel,Lagos
2026-04-03 18:05:11.412332,Transfer,363.4865033759285,200,MTN,Lagos
2026-04-03 18:10:11.412332,CheckBalance,302.57059389708616,200,Glo,Lagos
2026-04-03 18:15:11.412332,Login,337.3173012677422,200,Glo,Lagos
2026-04-03 18:20:11.412332,Login,197.8794357287842,200,MTN,Lagos
2026-04-03 18:25:11.412332,CheckBalance,333.40738337843413,200,Airtel,Lagos
2026-04-03 18:30:11.412332,Login,387.45203966627514,200,Airtel,Lagos
2026-04-03 18:35:11.412332,Login,214.87741637404702,200,Glo,Lagos
2026-04-03 18:40:11.412332,Login,318.28530186916794,200,Glo,Lagos
2026-04-03 18:45:11.412332,Login,279.5271427501625,200,MTN,Lagos
2026-04-03 18:50:11.412332,CheckBalance,200.5009755373042,200,Glo,Lagos
2026-04-03 18:55:11.412332,CheckBalance,302.2506149988184,200,MTN,Lagos
2026-04-03 19:00:11.412332,Transfer,316.6716300264054,200,MTN,Lagos
2026-04-03 19:05:11.412332,Login,250.42633096051915,200,MTN,Lagos
2026-04-03 19:10:11.412332,Login,337.7216532741897,200,Airtel,Lagos
2026-04-03 19:15:11.412332,CheckBalance,196.42643110710188,200,Glo,Lagos
2026-04-03 19:20:11.412332,Transfer,201.00916993215762,200,Airtel,Lagos
2026-04-03 19:25:11.412332,Login,276.1222052959824,200,Glo,Lagos
2026-04-03 19:30:11.412332,Transfer,283.6181725123777,200,Glo,Lagos
2026-04-03 19:35:11.412332,Transfer,240.27086409223014,200,Airtel,Lagos
2026-04-03 19:40:11.412332,CheckBalance,315.09809765061044,200,Glo,Lagos
2026-04-03 19:45:11.412332,Transfer,307.4427008373616,200,MTN,Lagos
2026-04-03 19:50:11.412332,CheckBalance,319.51756303665206,200,Airtel,Lagos
2026-04-03 19:55:11.412332,Login,276.3161743889205,200,MTN,Lagos
2026-04-03 20:00:11.412332,Login,310.8848783882908,200,MTN,Lagos
2026-04-03 20:05:11.412332,Login,258.79419390308874,200,MTN,Lagos
2026-04-03 20:10:11.412332,Transfer,375.6241339920339,200,Airtel,Lagos
2026-04-03 20:15:11.412332,Login,242.67210033867215,200,MTN,Lagos
2026-04-03 20:20:11.412332,CheckBalance,384.8160770717964,200,Glo,Lagos
2026-04-03 20:25:11.412332,Transfer,278.82808284215065,200,Airtel,Lagos
2026-04-03 20:30:11.412332,Login,210.41339400631648,200,Glo,Lagos
2026-04-03 20:35:11.412332,CheckBalance,339.969001778941,200,Glo,Lagos
2026-04-03 20:40:11.412332,CheckBalance,286.65424642249445,200,Glo,Lagos
2026-04-03 20:45:11.412332,Transfer,317.2178752138271,200,Airtel,Lagos
